date_m,state_abbrev,city,android_visits,ios_visits,pct_ios
2022m1,TX,DALLAS,199058,236464,.54294389
2022m2,TX,DALLAS,192422,217787,.53091717
2022m3,TX,DALLAS,250626,275853,.52395821
2022m4,TX,DALLAS,244770,281045,.53449404
2022m5,TX,DALLAS,231495,211055,.47690657
2022m6,TX,DALLAS,227127,198467,.46632943
2020m1,TX,EL PASO,187869,79037,.29612297
2020m2,TX,EL PASO,149033,75167,.3352676
2020m3,TX,EL PASO,133228,66571,.33318985
2020m4,TX,EL PASO,85576,38944,.31275296
2020m5,TX,EL PASO,114706,57567,.33416149
2020m6,TX,EL PASO,127796,64970,.33704075
2020m7,TX,EL PASO,123600,65659,.34692669
2020m8,TX,EL PASO,120173,65420,.35249174
2020m9,TX,EL PASO,114046,58714,.33985877
2020m10,TX,EL PASO,113543,60573,.34788877
2020m11,TX,EL PASO,90754,51232,.36082432
2020m12,TX,EL PASO,108838,67996,.3845188
2021m1,TX,EL PASO,97659,64408,.39741588
2021m2,TX,EL PASO,89753,68039,.43119422
2021m3,TX,EL PASO,111067,93005,.45574602
2021m4,TX,EL PASO,107075,90934,.45924175
2021m5,TX,EL PASO,117903,98981,.4563776
2021m6,TX,EL PASO,121116,96120,.44246811
2021m7,TX,EL PASO,128304,105563,.45138049
2021m8,TX,EL PASO,128055,105398,.45147416
2021m9,TX,EL PASO,128832,102093,.44210458
2021m10,TX,EL PASO,131527,110928,.45751995
2021m11,TX,EL PASO,137375,119900,.46603829
2021m12,TX,EL PASO,126547,116507,.47934616
2022m1,TX,EL PASO,107432,102062,.48718339
2022m2,TX,EL PASO,110610,104261,.48522601
2022m3,TX,EL PASO,134028,129297,.49101681
2022m4,TX,EL PASO,136148,132563,.49332926
2022m5,TX,EL PASO,125573,108440,.46339306
2022m6,TX,EL PASO,120793,106646,.46889934
2020m1,TX,FORT WORTH,314749,188861,.37501439
2020m2,TX,FORT WORTH,233644,183267,.43958303
2020m3,TX,FORT WORTH,204624,154415,.43007863
2020m4,TX,FORT WORTH,145652,104993,.41889125
2020m5,TX,FORT WORTH,199683,155188,.43730819
2020m6,TX,FORT WORTH,215187,167109,.43711939
2020m7,TX,FORT WORTH,212475,164812,.43683454
2020m8,TX,FORT WORTH,217503,175374,.44638398
2020m9,TX,FORT WORTH,205925,158552,.43501237
2020m10,TX,FORT WORTH,211164,169584,.44539696
2020m11,TX,FORT WORTH,182639,166897,.47748157
2020m12,TX,FORT WORTH,190326,179762,.48572773
2021m1,TX,FORT WORTH,164811,164532,.49957642
2021m2,TX,FORT WORTH,146686,158806,.51983684
2021m3,TX,FORT WORTH,190491,225677,.54227382
2021m4,TX,FORT WORTH,174892,217993,.55485195
2021m5,TX,FORT WORTH,190068,224630,.54167128
2021m6,TX,FORT WORTH,192543,207447,.51863045
2021m7,TX,FORT WORTH,201688,217557,.51892567
2021m8,TX,FORT WORTH,197595,214461,.52046567
2021m9,TX,FORT WORTH,193772,205090,.51418787
2021m10,TX,FORT WORTH,203699,221901,.52138394
2021m11,TX,FORT WORTH,201697,225716,.52809811
2021m12,TX,FORT WORTH,194113,237606,.55037189
2022m1,TX,FORT WORTH,168514,214967,.56056756
2022m2,TX,FORT WORTH,159320,197060,.55294907
2022m3,TX,FORT WORTH,202650,251896,.55417055
2022m4,TX,FORT WORTH,203202,252662,.55424863
2022m5,TX,FORT WORTH,183381,182553,.49886864
2022m6,TX,FORT WORTH,170063,169867,.49971169
2020m1,TX,HOUSTON,1143180,583636,.33798391
2020m2,TX,HOUSTON,877804,568662,.39313886
2020m3,TX,HOUSTON,729306,468557,.39116076
2020m4,TX,HOUSTON,501223,298463,.37322524
2020m5,TX,HOUSTON,651961,418803,.39112541
2020m6,TX,HOUSTON,701613,445746,.38849741
2020m7,TX,HOUSTON,677383,428610,.38753411
2020m8,TX,HOUSTON,688308,462890,.40209416
2020m9,TX,HOUSTON,654349,436304,.40003926
2020m10,TX,HOUSTON,671467,458369,.40569517
2020m11,TX,HOUSTON,583962,434318,.42652118
2020m12,TX,HOUSTON,603334,478023,.44205844
2021m1,TX,HOUSTON,540410,450600,.45468765
2021m2,TX,HOUSTON,489045,437969,.47245133
2021m3,TX,HOUSTON,592881,580215,.49460146
2021m4,TX,HOUSTON,565379,575894,.50460672
2021m5,TX,HOUSTON,610916,598152,.49472156
2021m6,TX,HOUSTON,621625,554793,.47159514
2021m7,TX,HOUSTON,634705,569523,.47293618
2021m8,TX,HOUSTON,644423,582737,.47486636
2021m9,TX,HOUSTON,627596,544504,.46455422
2021m10,TX,HOUSTON,663329,588752,.47021878
2021m11,TX,HOUSTON,651804,605056,.48140287
2021m12,TX,HOUSTON,608485,637500,.51164341
2022m1,TX,HOUSTON,536249,580154,.51966357
2022m2,TX,HOUSTON,529088,558700,.51361108
2022m3,TX,HOUSTON,659531,701627,.51546329
2022m4,TX,HOUSTON,649636,695622,.51709187
2022m5,TX,HOUSTON,591039,524122,.46999672
2022m6,TX,HOUSTON,532490,481012,.47460389
2020m1,TX,SAN ANTONIO,630219,331642,.34479201
2020m2,TX,SAN ANTONIO,500101,326459,.39496103
2020m3,TX,SAN ANTONIO,439699,277554,.38696805
2020m4,TX,SAN ANTONIO,312499,181592,.36752743
2020m5,TX,SAN ANTONIO,380861,256151,.40211332
2020m6,TX,SAN ANTONIO,405255,271890,.40152404
2020m7,TX,SAN ANTONIO,384357,264102,.40727633
2020m8,TX,SAN ANTONIO,398234,277173,.41037923
2020m9,TX,SAN ANTONIO,381096,259905,.40546739
2020m10,TX,SAN ANTONIO,398672,280184,.41272965
2020m11,TX,SAN ANTONIO,345512,266601,.43554214
2020m12,TX,SAN ANTONIO,373218,298524,.44440275
2021m1,TX,SAN ANTONIO,324986,267823,.45178634
2021m2,TX,SAN ANTONIO,294291,268934,.47748947
2021m3,TX,SAN ANTONIO,369859,378150,.50554204
2021m4,TX,SAN ANTONIO,355419,370782,.51057768
2021m5,TX,SAN ANTONIO,380426,375530,.49676171
2021m6,TX,SAN ANTONIO,394963,354191,.47278798
2021m7,TX,SAN ANTONIO,413167,373549,.47482064
2021m8,TX,SAN ANTONIO,419277,372794,.47065729
2021m9,TX,SAN ANTONIO,400587,346475,.46378347
2021m10,TX,SAN ANTONIO,421684,379917,.47394776
2021m11,TX,SAN ANTONIO,407754,389201,.48836008
2021m12,TX,SAN ANTONIO,393975,416172,.51369935
2022m1,TX,SAN ANTONIO,335006,362563,.51975214
2022m2,TX,SAN ANTONIO,340117,358764,.51334059
2022m3,TX,SAN ANTONIO,426318,448778,.51283288
2022m4,TX,SAN ANTONIO,413754,445127,.51826388
2022m5,TX,SAN ANTONIO,389667,327955,.45700243
2022m6,TX,SAN ANTONIO,362951,310776,.46127883
2020m1,UT,SALT LAKE CITY,64471,34510,.34865278
2020m2,UT,SALT LAKE CITY,53832,33310,.38224965
2020m3,UT,SALT LAKE CITY,46711,27562,.37109044
2020m4,UT,SALT LAKE CITY,34067,19063,.35879916
2020m5,UT,SALT LAKE CITY,39151,23186,.37194604
2020m6,UT,SALT LAKE CITY,41460,24479,.37123704
2020m7,UT,SALT LAKE CITY,40788,24969,.37971622
2020m8,UT,SALT LAKE CITY,40451,26621,.39690185
2020m9,UT,SALT LAKE CITY,39047,25610,.39609015
2020m10,UT,SALT LAKE CITY,38885,25618,.39715981
2020m11,UT,SALT LAKE CITY,31631,22397,.41454431
2020m12,UT,SALT LAKE CITY,33556,24791,.42488903
2021m1,UT,SALT LAKE CITY,30440,23730,.43806535
2021m2,UT,SALT LAKE CITY,28506,23853,.45556638
2021m3,UT,SALT LAKE CITY,33944,30188,.47071666
2021m4,UT,SALT LAKE CITY,33177,30200,.47651356
2021m5,UT,SALT LAKE CITY,36738,30674,.45502284
2021m6,UT,SALT LAKE CITY,38607,28985,.42882293
2021m7,UT,SALT LAKE CITY,39837,29947,.42913848
2021m8,UT,SALT LAKE CITY,41593,31554,.43137792
2021m9,UT,SALT LAKE CITY,39840,28288,.41521841
2021m10,UT,SALT LAKE CITY,40139,31435,.43919581
2021m11,UT,SALT LAKE CITY,38644,31087,.44581321
2021m12,UT,SALT LAKE CITY,40182,36691,.47729373
2022m1,UT,SALT LAKE CITY,36325,34633,.48807746
2022m2,UT,SALT LAKE CITY,36658,35538,.49224335
2022m3,UT,SALT LAKE CITY,38647,34890,.47445503
2022m4,UT,SALT LAKE CITY,37907,33918,.47223112
2022m5,UT,SALT LAKE CITY,36750,24893,.40382525
2022m6,UT,SALT LAKE CITY,34561,23830,.40811083
2020m1,VA,VIRGINIA BEACH,102217,62486,.37938592
2020m2,VA,VIRGINIA BEACH,81989,60657,.42522749
2020m3,VA,VIRGINIA BEACH,73394,56113,.4332816
2020m4,VA,VIRGINIA BEACH,54654,41054,.42895055
2020m5,VA,VIRGINIA BEACH,68093,55294,.44813472
2020m6,VA,VIRGINIA BEACH,79389,66735,.45670116
2020m7,VA,VIRGINIA BEACH,83362,70944,.45976177
2020m8,VA,VIRGINIA BEACH,81101,68255,.45699537
2020m9,VA,VIRGINIA BEACH,75807,58871,.4371241
2020m10,VA,VIRGINIA BEACH,75224,58546,.43766165
2020m11,VA,VIRGINIA BEACH,64333,54112,.45685339
2020m12,VA,VIRGINIA BEACH,68283,58457,.46123561
2021m1,VA,VIRGINIA BEACH,58334,53690,.47927231
2021m2,VA,VIRGINIA BEACH,53464,51543,.49085298
2021m3,VA,VIRGINIA BEACH,64117,68962,.5182035
2021m4,VA,VIRGINIA BEACH,65734,73225,.526954
2021m5,VA,VIRGINIA BEACH,74153,79026,.51590621
2021m6,VA,VIRGINIA BEACH,75722,74532,.49604005
2021m7,VA,VIRGINIA BEACH,81799,81092,.49782982
2021m8,VA,VIRGINIA BEACH,76803,74127,.49113497
2021m9,VA,VIRGINIA BEACH,73383,63491,.46386456
2021m10,VA,VIRGINIA BEACH,72387,64768,.47222486
2021m11,VA,VIRGINIA BEACH,71768,65440,.47694013
2021m12,VA,VIRGINIA BEACH,68052,68296,.50089478
2022m1,VA,VIRGINIA BEACH,55753,57780,.50892693
2022m2,VA,VIRGINIA BEACH,57532,58685,.50496054
2022m3,VA,VIRGINIA BEACH,68539,71627,.51101553
2022m4,VA,VIRGINIA BEACH,71564,75370,.51295137
2022m5,VA,VIRGINIA BEACH,63233,53271,.45724609
2022m6,VA,VIRGINIA BEACH,62298,53484,.4619371
2020m1,WA,SEATTLE,97164,49953,.33954608
2020m2,WA,SEATTLE,78678,46179,.36985511
2020m3,WA,SEATTLE,57584,33522,.36794505
2020m4,WA,SEATTLE,36342,20420,.35974771
2020m5,WA,SEATTLE,42126,24429,.36704981
2020m6,WA,SEATTLE,48096,27998,.36793965
2020m7,WA,SEATTLE,49576,30867,.38371268
2020m8,WA,SEATTLE,48066,31891,.39885187
2020m9,WA,SEATTLE,45731,30467,.39983988
2020m10,WA,SEATTLE,46059,30863,.40122461
2020m11,WA,SEATTLE,36809,27384,.42658857
2020m12,WA,SEATTLE,37608,29591,.4403488
2021m1,WA,SEATTLE,34415,28120,.4496682
2021m2,WA,SEATTLE,30552,27130,.47033736
2021m3,WA,SEATTLE,36301,34577,.48783827
2021m4,WA,SEATTLE,37412,36293,.49240893
2021m5,WA,SEATTLE,40960,37043,.47489199
2021m6,WA,SEATTLE,43121,35618,.45235524
2021m7,WA,SEATTLE,47254,37279,.44099936
2021m8,WA,SEATTLE,44516,36068,.44758263
2021m9,WA,SEATTLE,45050,35368,.43980202
2021m10,WA,SEATTLE,43832,36541,.45464274
2021m11,WA,SEATTLE,43173,37373,.46399572
2021m12,WA,SEATTLE,38722,35985,.48168176
2022m1,WA,SEATTLE,36218,34235,.48592678
2022m2,WA,SEATTLE,36411,33077,.47601023
2022m3,WA,SEATTLE,43747,38818,.4701508
2022m4,WA,SEATTLE,42087,38818,.4797973
2022m5,WA,SEATTLE,41101,28119,.40622652
2022m6,WA,SEATTLE,48083,28326,.3707155
2020m1,WI,MILWAUKEE,97778,48091,.32968622
2020m2,WI,MILWAUKEE,79228,46688,.37078688
2020m3,WI,MILWAUKEE,64180,38064,.3722859
2020m4,WI,MILWAUKEE,46547,26784,.36524799
2020m5,WI,MILWAUKEE,57834,35499,.38034779
2020m6,WI,MILWAUKEE,64717,39767,.38060373
2020m7,WI,MILWAUKEE,66109,40934,.38240707
2020m8,WI,MILWAUKEE,63024,42679,.40376338
2020m9,WI,MILWAUKEE,59457,38695,.39423546
2020m10,WI,MILWAUKEE,58285,37675,.3926115
2020m11,WI,MILWAUKEE,50397,33938,.40241891
2020m12,WI,MILWAUKEE,52732,36276,.40755886
2021m1,WI,MILWAUKEE,47636,36772,.43564591
2021m2,WI,MILWAUKEE,44345,36702,.45284835
2021m3,WI,MILWAUKEE,52525,48885,.48205304
2021m4,WI,MILWAUKEE,53861,50037,.48159733
2021m5,WI,MILWAUKEE,59319,53435,.4739078
2021m6,WI,MILWAUKEE,61565,51161,.45385271
2021m7,WI,MILWAUKEE,63965,54206,.45870814
2021m8,WI,MILWAUKEE,66548,56662,.45988151
2021m9,WI,MILWAUKEE,64825,53750,.45329961
2021m10,WI,MILWAUKEE,64676,55874,.46349233
2021m11,WI,MILWAUKEE,64419,57629,.47218308
2021m12,WI,MILWAUKEE,51991,55052,.51429802
2022m1,WI,MILWAUKEE,47197,53431,.53097546
2022m2,WI,MILWAUKEE,46432,51251,.52466655
2022m3,WI,MILWAUKEE,54884,59772,.52131593
2022m4,WI,MILWAUKEE,54487,61848,.53163707
2022m5,WI,MILWAUKEE,53859,52188,.49212143
2022m6,WI,MILWAUKEE,49539,48463,.49451032
